2019-10-31T00:22:01.500+01:00,0,22.025
2019-10-31T00:49:08.160+01:00,0,27.111
2019-10-31T01:34:07.620+01:00,0,44.991
2019-10-31T02:13:12.420+01:00,0,39.08
2019-10-31T02:19:58.080+01:00,0,6.761
2019-10-31T02:44:36.600+01:00,0,24.642
2019-10-31T03:02:05.100+01:00,0,17.475
2019-10-31T03:19:57.240+01:00,0,17.869
2019-10-31T03:47:39.720+01:00,0,27.708
2019-10-31T03:53:49.680+01:00,0,6.166
2019-10-31T04:30:26.580+01:00,0,36.615
2019-10-31T05:11:59.220+01:00,0,41.544
2019-10-31T05:56:52.260+01:00,0,44.884
2019-10-31T06:12:11.940+01:00,0,15.328
2019-10-31T06:20:33.540+01:00,0,8.36
2019-10-31T06:48:41.520+01:00,0,28.133
2019-10-31T07:23:20.700+01:00,0,34.653
2019-10-31T07:34:10.140+01:00,0,10.824
2019-10-31T07:55:03.180+01:00,0,20.884
2019-10-31T08:14:47.040+01:00,0,19.731
2019-10-31T08:30:15.000+01:00,0,15.466
2019-10-31T09:09:01.500+01:00,0,38.775
2019-10-31T09:14:36.180+01:00,0,5.578
2019-10-31T09:59:31.620+01:00,0,44.924
2019-10-31T10:34:51.180+01:00,0,35.326
2019-10-31T11:08:52.680+01:00,0,34.025
2019-10-31T11:42:01.680+01:00,0,33.15
2019-10-31T11:54:07.860+01:00,0,12.103
2019-10-31T12:17:22.920+01:00,0,23.251
2019-10-31T12:43:09.360+01:00,0,25.774
2019-10-31T12:56:55.020+01:00,0,13.761
2019-10-31T13:20:27.660+01:00,0,23.544
2019-10-31T14:01:58.080+01:00,0,41.507
2019-10-31T14:39:38.340+01:00,0,37.671
2019-10-31T15:10:45.180+01:00,0,31.114
2019-10-31T15:57:36.720+01:00,0,46.859
2019-10-31T16:09:02.280+01:00,0,11.426
2019-10-31T16:45:01.920+01:00,0,35.994
2019-10-31T16:57:49.440+01:00,0,12.792
2019-10-31T17:09:39.300+01:00,0,11.831
2019-10-31T17:50:03.540+01:00,0,40.404
2019-10-31T18:00:20.640+01:00,0,10.285
2019-10-31T18:50:03.780+01:00,0,49.719
2019-10-31T19:13:37.800+01:00,0,23.567
2019-10-31T19:20:57.300+01:00,0,7.325
2019-10-31T20:00:39.780+01:00,0,39.708
2019-10-31T20:15:14.820+01:00,0,14.584
2019-10-31T20:30:27.360+01:00,0,15.209
2019-10-31T20:56:44.340+01:00,0,26.283
2019-10-31T21:10:53.040+01:00,0,14.145
2019-10-31T21:26:18.060+01:00,0,15.417
2019-10-31T21:31:50.400+01:00,0,5.539
2019-10-31T21:57:09.540+01:00,0,25.319
2019-10-31T22:06:36.900+01:00,0,9.456
2019-10-31T22:55:42.720+01:00,0,49.097
2019-10-31T23:35:14.160+01:00,0,39.524
2019-10-31T23:41:14.040+01:00,0,5.998
2019-11-01T00:27:11.820+01:00,0,45.963
2019-11-01T01:14:21.360+01:00,0,47.159
2019-11-01T01:29:11.340+01:00,0,14.833
2019-11-01T02:10:34.740+01:00,0,41.39
2019-11-01T02:21:12.120+01:00,0,10.623
2019-11-01T02:30:09.420+01:00,0,8.955
2019-11-01T02:37:42.480+01:00,0,7.551
2019-11-01T02:57:54.780+01:00,0,20.205
2019-11-01T03:47:44.520+01:00,0,49.829
2019-11-01T03:59:04.500+01:00,0,11.333
2019-11-01T04:05:48.600+01:00,0,6.735
2019-11-01T04:48:21.720+01:00,0,42.552
2019-11-01T05:15:07.560+01:00,0,26.764
2019-11-01T05:51:36.300+01:00,0,36.479
2019-11-01T06:19:23.580+01:00,0,27.788
2019-11-01T06:41:24.420+01:00,0,22.014
2019-11-01T06:58:25.380+01:00,0,17.016
2019-11-01T07:33:06.840+01:00,0,34.691
2019-11-01T07:40:52.200+01:00,0,7.756
2019-11-01T08:01:59.700+01:00,0,21.125
2019-11-01T08:48:21.300+01:00,0,46.36
2019-11-01T08:58:04.440+01:00,0,9.719
2019-11-01T09:33:13.140+01:00,0,35.145
2019-11-01T09:59:30.480+01:00,0,26.289
2019-11-01T10:37:47.760+01:00,0,38.288
2019-11-01T11:23:53.520+01:00,0,46.096
2019-11-01T11:37:14.100+01:00,0,13.343
2019-11-01T12:14:11.760+01:00,0,36.961
2019-11-01T12:34:03.060+01:00,0,19.855
2019-11-01T13:03:57.780+01:00,0,29.912
2019-11-01T13:09:54.180+01:00,0,5.94
2019-11-01T13:37:36.480+01:00,0,27.705
2019-11-01T14:14:57.240+01:00,0,37.346
2019-11-01T14:29:05.220+01:00,0,14.133
2019-11-01T15:05:25.980+01:00,0,36.346
2019-11-01T15:13:59.280+01:00,0,8.555
2019-11-01T15:22:23.640+01:00,0,8.406
2019-11-01T15:53:23.160+01:00,0,30.992
2019-11-01T16:28:36.540+01:00,0,35.223
2019-11-01T16:35:56.100+01:00,0,7.326
